Forma	Frec. gral.	Frec. norm.
sentencia	12545	37.522
explicación	12541	37.511
Habana	12537	37.499
producido	12532	37.484
puerto	12528	37.472
resultó	12522	37.454
especialistas	12518	37.442
extranjero	12511	37.421
sociedades	12506	37.406
acabó	12504	37.4
fotografías	12503	37.397
hacemos	12501	37.391
gira	12500	37.388
dimensión	12496	37.376
Programa	12495	37.373
pasan	12489	37.355
ánimo	12482	37.334
J	12475	37.313
Guillermo	12469	37.295
definir	12469	37.295
árbol	12464	37.28
viajes	12449	37.235
César	12444	37.22
Muy	12442	37.214
necesitan	12437	37.199
habíamos	12434	37.19
eventos	12423	37.158
dificultad	12421	37.152
conferencia	12414	37.131
dejan	12405	37.104
oscuridad	12401	37.092
1996	12400	37.089
DEL	12395	37.074
gritos	12393	37.068
soluciones	12393	37.068
mental	12392	37.065
sencillo	12392	37.065
personalidad	12385	37.044
elaboración	12380	37.029
bosque	12373	37.008
denuncia	12369	36.996
Rica	12350	36.939
agenda	12346	36.927
ejército	12341	36.912
determinado	12328	36.873
vaso	12322	36.855
cientos	12311	36.823
invierno	12306	36.808
debió	12301	36.793
bolsa	12296	36.778
consciente	12288	36.754
capitán	12284	36.742
Ejército	12280	36.73
grados	12275	36.715
once	12275	36.715
comenzar	12269	36.697
pista	12268	36.694
necesarios	12267	36.691
Hospital	12260	36.67
transformación	12255	36.655
Sistema	12253	36.649
localidad	12243	36.619
recientemente	12243	36.619
tienda	12241	36.613
cercano	12234	36.592
Asamblea	12232	36.586
Caribe	12231	36.583
Festival	12231	36.583
rol	12227	36.571
cobertura	12219	36.547
clásico	12209	36.517
Sebastián	12204	36.503
dulce	12199	36.488
querer	12198	36.485
directora	12197	36.482
ciudadanía	12188	36.455
italiano	12185	36.446
integrantes	12182	36.437
acompañado	12162	36.377
desarrollado	12158	36.365
Ellos	12154	36.353
enfrentar	12150	36.341
pregunté	12143	36.32
amp	12141	36.314
tabla	12127	36.272
vender	12118	36.245
funcionario	12116	36.239
avances	12114	36.233
Panamá	12113	36.23
Domingo	12112	36.227
Plaza	12105	36.206
interesa	12102	36.197
sentí	12100	36.191
golpes	12093	36.171
Santos	12084	36.144
componentes	12077	36.123
Naciones	12075	36.117
Les	12072	36.108
bienestar	12055	36.057
posterior	12052	36.048
asegurar	12045	36.027
significado	12044	36.024
consiguió	12042	36.018
reloj	12038	36.006
vueltas	12038	36.006
Rusia	12037	36.003
Muchos	12036	36.0
emergencia	12036	36.0
interno	12020	35.952
posiciones	12015	35.937
variables	12010	35.922
dosis	12009	35.919
esencial	12009	35.919
Roma	12006	35.91
dejaron	12002	35.898
hombros	11997	35.883
L	11996	35.88
reconoció	11987	35.853
publicación	11986	35.85
posee	11977	35.824
Junta	11970	35.803
alcanzó	11967	35.794
enfoque	11963	35.782
extraña	11963	35.782
Primero	11959	35.77
mecanismo	11956	35.761
vuelo	11944	35.725
inmediatamente	11940	35.713
serían	11938	35.707
poblaciones	11937	35.704
gana	11929	35.68
quiera	11928	35.677
actriz	11927	35.674
cuadros	11926	35.671
eh	11919	35.65
Santo	11914	35.635
US	11913	35.632
conceptos	11909	35.62
profunda	11909	35.62
cultivo	11894	35.575
maestros	11890	35.563
botella	11886	35.551
plantea	11875	35.518
sentimiento	11874	35.515
excelente	11867	35.495
loco	11858	35.468
muestras	11858	35.468
llegaba	11857	35.465
preciso	11856	35.462
realizada	11856	35.462
raro	11850	35.444
turno	11839	35.411
ficción	11834	35.396
museo	11833	35.393
letras	11831	35.387
sesenta	11830	35.384
vacaciones	11830	35.384
excepción	11827	35.375
toca	11821	35.357
criterio	11814	35.336
utilizado	11811	35.327
Sergio	11799	35.291
reuniones	11791	35.267
caliente	11790	35.264
estadounidenses	11790	35.264
talento	11786	35.252
33	11781	35.237
agente	11776	35.222
permitir	11776	35.222
rural	11775	35.219
Ignacio	11774	35.216
plato	11771	35.207
borde	11767	35.195
necesitaba	11767	35.195
perfecto	11765	35.189
Inglaterra	11762	35.18
1995	11750	35.145
riqueza	11745	35.13
dedo	11740	35.115
mediados	11740	35.115
distinta	11739	35.112
arena	11736	35.103
Rey	11732	35.091
Medio	11712	35.031
crítico	11709	35.022
asumir	11704	35.007
trabajan	11697	34.986
cliente	11683	34.944
contigo	11671	34.908
Casi	11670	34.905
comenzaron	11655	34.86
delitos	11653	34.854
Laura	11649	34.843
gobernador	11647	34.837
daños	11639	34.813
nariz	11638	34.81
LOS	11635	34.801
rendimiento	11633	34.795
Cataluña	11623	34.765
Dónde	11618	34.75
matar	11618	34.75
cubano	11602	34.702
permita	11597	34.687
aparato	11596	34.684
UE	11594	34.678
despacho	11593	34.675
motor	11593	34.675
rápida	11579	34.633
contiene	11577	34.627
negociación	11574	34.618
iniciar	11564	34.588
pensado	11564	34.588
norma	11561	34.579
quisiera	11557	34.567
encargado	11553	34.555
Sol	11550	34.546
danza	11537	34.508
Comunidad	11514	34.439
arma	11507	34.418
ofrecen	11505	34.412
señalar	11505	34.412
buscan	11500	34.397
sostiene	11496	34.385
expectativas	11495	34.382
estábamos	11491	34.37
V	11484	34.349
traje	11484	34.349
utilizan	11478	34.331
independiente	11476	34.325
usuario	11476	34.325
afectados	11475	34.322
Rico	11468	34.301
permitido	11454	34.259
Parlamento	11453	34.256
notas	11448	34.241
perros	11437	34.208
creía	11436	34.205
firme	11430	34.187
Frente	11429	34.184
Palacio	11421	34.161
75	11420	34.158
dirigido	11420	34.158
aplicar	11418	34.152
Sociedad	11414	34.14
premios	11414	34.14
estuvieron	11410	34.128
constituyen	11401	34.101
competencias	11400	34.098
laboratorio	11400	34.098
vivido	11399	34.095
cena	11379	34.035
posteriormente	11379	34.035
aparte	11374	34.02
Juegos	11373	34.017
1990	11366	33.996
órdenes	11366	33.996
logra	11365	33.993
pelota	11362	33.984
haberse	11355	33.963
demostrar	11347	33.939
Unidas	11344	33.93
alternativas	11342	33.924
irse	11342	33.924
dirige	11340	33.918
Elena	11337	33.909
costumbre	11335	33.903
absoluta	11333	33.897
comparación	11332	33.894
intercambio	11323	33.867
madres	11320	33.858
reformas	11315	33.844
intenta	11308	33.823
sostuvo	11308	33.823
Popular	11307	33.82
beso	11304	33.811
aeropuerto	11301	33.802
comentarios	11291	33.772
diputados	11287	33.76
división	11286	33.757
caballo	11282	33.745
inferior	11282	33.745
filosofía	11270	33.709
sabor	11268	33.703
Tanto	11266	33.697
b	11265	33.694
verse	11262	33.685
adentro	11260	33.679
cuáles	11260	33.679
alcanza	11259	33.676
absoluto	11252	33.655
dominio	11252	33.655
ponen	11250	33.649
enseguida	11243	33.628
viajar	11240	33.619
ves	11239	33.616
Pese	11237	33.61
raíz	11236	33.607
Bush	11229	33.586
ocupa	11225	33.574
Nuevo	11223	33.568
Poder	11220	33.559
establecido	11219	33.556
obligación	11217	33.55
impuesto	11210	33.529
famoso	11205	33.514
creen	11201	33.503
Morales	11195	33.485
Parece	11193	33.479
comprobar	11192	33.476
abandonar	11191	33.473
haría	11190	33.47
verlo	11190	33.47
36	11184	33.452
basura	11181	33.443
potencia	11177	33.431
imaginación	11174	33.422
Nicaragua	11172	33.416
representan	11171	33.413
andar	11163	33.389
curiosidad	11161	33.383
vicepresidente	11161	33.383
Tomás	11159	33.377
terminado	11158	33.374
clínica	11157	33.371
puta	11156	33.368
hubieran	11155	33.365
mantenimiento	11147	33.341
camisa	11140	33.32
descanso	11140	33.32
avenida	11139	33.317
novia	11139	33.317
advirtió	11134	33.302
libres	11131	33.293
sección	11131	33.293
contaba	11129	33.287
caminos	11126	33.278
cargos	11123	33.269
Academia	11120	33.26
amistad	11115	33.245
escucha	11109	33.227
generalmente	11109	33.227
variedad	11109	33.227
herramienta	11107	33.221
deberían	11105	33.215
médica	11103	33.209
chicas	11098	33.194
servir	11093	33.179
celular	11089	33.168
demostrado	11089	33.168
éstas	11085	33.156
barco	11084	33.153
trato	11082	33.147
venezolano	11081	33.144
bebé	11076	33.129
docentes	11069	33.108
concurso	11063	33.09
categorías	11061	33.084
Todas	11060	33.081
dimensiones	11056	33.069
dirigente	11051	33.054
establecimiento	11051	33.054
d	11050	33.051
ponerse	11045	33.036
absolutamente	11044	33.033
inmigrantes	11042	33.027
tratado	11038	33.015
1994	11033	33.0
Defensa	11032	32.997
Villa	11032	32.997
dedicado	11026	32.979
llevaron	11026	32.979
europeo	11025	32.976
aprobación	11021	32.964
pierde	11019	32.958
cero	11014	32.943
destacar	11011	32.934
obtuvo	11006	32.919
disponible	11003	32.91
entiendo	11000	32.901
profundidad	10999	32.898
autonomía	10988	32.865
escritores	10985	32.856
satisfacción	10979	32.839
salía	10976	32.83
cuyas	10969	32.809
relacionadas	10963	32.791
escritura	10958	32.776
fracaso	10958	32.776
huevos	10954	32.764
maíz	10950	32.752
llamadas	10949	32.749
Caracas	10945	32.737
dinámica	10935	32.707
puente	10935	32.707
explotación	10926	32.68
cerveza	10923	32.671
Club	10916	32.65
útil	10915	32.647
revisión	10914	32.644
Historia	10909	32.629
Revolución	10908	32.626
penal	10908	32.626
elegido	10906	32.62
sujetos	10904	32.614
balón	10898	32.596
Oscar	10886	32.56
doña	10882	32.548
tercero	10878	32.536
guía	10877	32.533
homenaje	10870	32.512
mexicana	10865	32.498
aplicaciones	10864	32.495
visitar	10864	32.495
bolsillo	10848	32.447
corta	10848	32.447
añade	10844	32.435
eléctrica	10843	32.432
universal	10841	32.426
Honduras	10840	32.423
arquitectura	10838	32.417
consideró	10838	32.417
Dentro	10837	32.414
fiestas	10837	32.414
Sevilla	10836	32.411
europea	10833	32.402
superiores	10829	32.39
déficit	10817	32.354
visitantes	10814	32.345
estabilidad	10813	32.342
duración	10809	32.33
600	10806	32.321
conclusión	10803	32.312
maneras	10802	32.309
pudieron	10802	32.309
procedimientos	10799	32.3
celebración	10793	32.282
correspondiente	10787	32.264
Google	10785	32.258
impulso	10784	32.255
tasas	10780	32.243
hiciera	10779	32.24
cancha	10769	32.21
trayectoria	10758	32.177
exige	10753	32.163
taller	10748	32.148
risa	10744	32.136
arroz	10741	32.127
Blanca	10737	32.115
corriendo	10725	32.079
Tu	10723	32.073
incluyen	10723	32.073
Mejor	10719	32.061
roja	10718	32.058
encontraron	10717	32.055
tristeza	10714	32.046
seguimiento	10712	32.04
oficio	10708	32.028
crea	10707	32.025
dieta	10706	32.022
África	10701	32.007
emociones	10685	31.959
municipales	10683	31.953
piedras	10683	31.953
levanta	10677	31.935
financiero	10675	31.929
fría	10672	31.92
conversaciones	10667	31.905
pasillo	10665	31.899
mantuvo	10663	31.893
luna	10658	31.878
extensión	10655	31.869
pendiente	10655	31.869
34	10654	31.866
hablado	10650	31.854
formal	10648	31.848
g	10643	31.834
constitucional	10630	31.795
consumidores	10622	31.771
bajos	10620	31.765
presidencial	10617	31.756
ceremonia	10608	31.729
cuarta	10608	31.729
lectores	10608	31.729
Aún	10607	31.726
ambientales	10606	31.723
generaciones	10606	31.723
País	10599	31.702
150	10596	31.693
Gabriel	10593	31.684
expresa	10590	31.675
exceso	10584	31.657
Ambos	10583	31.654
Valle	10581	31.648
modos	10580	31.645
oír	10580	31.645
disciplina	10576	31.633
defender	10573	31.624
Ramírez	10571	31.618
plataforma	10562	31.591
iniciativas	10560	31.585
conocidos	10556	31.573
humo	10556	31.573
lanzó	10549	31.552
proporción	10548	31.549
Red	10544	31.537
siguiendo	10541	31.528
ochenta	10539	31.522
Comercio	10538	31.519
detenido	10537	31.516
Trabajo	10536	31.513
difusión	10535	31.511
aves	10531	31.499
Reyes	10528	31.49
continente	10525	31.481
tranquilo	10523	31.475
Alonso	10522	31.472
dirigida	10518	31.46
plástico	10518	31.46
adolescente	10515	31.451
copa	10499	31.403
numerosos	10498	31.4
cae	10493	31.385
capacidades	10487	31.367
sufrir	10479	31.343
imaginar	10477	31.337
ejemplos	10471	31.319
the	10468	31.31
Será	10465	31.301
disminución	10464	31.298
visitas	10452	31.262
Alfredo	10449	31.253
financiera	10446	31.244
recientes	10446	31.244
agricultura	10445	31.241
propiedades	10443	31.235
ataques	10437	31.217
ciudadano	10431	31.199
mexicanos	10422	31.173
hablan	10420	31.167
anuncio	10417	31.158
Pública	10415	31.152
diría	10409	31.134
Hemos	10404	31.119
proteger	10402	31.113
revistas	10401	31.11
escribe	10397	31.098
vital	10391	31.08
diga	10388	31.071
francesa	10385	31.062
evaluar	10379	31.044
activa	10376	31.035
descubierto	10370	31.017
privadas	10369	31.014
ponía	10367	31.008
innovación	10366	31.005
Eran	10365	31.002
regular	10365	31.002
teníamos	10358	30.981
sentirse	10355	30.972
juega	10354	30.969
diarios	10349	30.954
necesarias	10343	30.936
habido	10340	30.927
emoción	10337	30.918
c	10333	30.906
vecino	10330	30.897
correo	10329	30.894
semejante	10326	30.885
primaria	10323	30.876
detuvo	10320	30.867
rechazo	10317	30.858
lados	10315	30.852
manifestaciones	10306	30.826
igualmente	10304	30.82
Jaime	10302	30.814
avanzar	10302	30.814
Reino	10295	30.793
bajas	10286	30.766
básicos	10286	30.766
claridad	10283	30.757
hombro	10282	30.754
hipótesis	10280	30.748
transmisión	10279	30.745
cerrado	10274	30.73
ronda	10274	30.73
video	10270	30.718
confirmó	10265	30.703
asiento	10264	30.7
rasgos	10262	30.694
2016	10261	30.691
encuentros	10260	30.688
identificación	10258	30.682
cariño	10235	30.613
comprensión	10234	30.61
dato	10234	30.61
particularmente	10234	30.61
Ciencias	10233	30.607
invitados	10229	30.595
Ernesto	10222	30.574
reconocido	10219	30.565
permiso	10217	30.559
estudiante	10216	30.556
panorama	10214	30.55
dependencia	10213	30.547
asesinato	10211	30.541
blancos	10210	30.538
in	10206	30.526
Señor	10204	30.52
acontecimientos	10196	30.497
permitirá	10194	30.491
Cuál	10193	30.488
decidir	10185	30.464
terrible	10184	30.461
organizado	10179	30.446
especialista	10178	30.443
Algunas	10176	30.437
reto	10175	30.434
crecer	10170	30.419
eficacia	10157	30.38
Dr	10152	30.365
llaman	10148	30.353
aprovechar	10146	30.347
montaña	10145	30.344
negociaciones	10145	30.344
suave	10143	30.338
Parque	10136	30.317
cambió	10135	30.314
eficiencia	10128	30.293
puro	10127	30.29
activos	10126	30.287
Día	10125	30.284
N	10123	30.278
profesión	10120	30.269
preparado	10117	30.26
privados	10113	30.248
particulares	10104	30.221
Nicolás	10101	30.212
contratos	10098	30.203
acababa	10091	30.182
indicadores	10087	30.171
estarán	10079	30.147
III	10076	30.138
metro	10075	30.135
expansión	10072	30.126
cámaras	10068	30.114
argentina	10065	30.105
necesariamente	10057	30.081
Muchas	10053	30.069
Julia	10050	30.06
temporal	10050	30.06
federal	10049	30.057
fórmula	10048	30.054
largas	10047	30.051
apunta	10046	30.048
composición	10045	30.045
G	10040	30.03
desarrolla	10039	30.027
embarazo	10039	30.027
entero	10037	30.021
cultivos	10031	30.003
cuentos	10022	29.976
moderna	10020	29.97
residencia	10016	29.958
Cristina	10010	29.94
viviendo	10010	29.94
parecían	10003	29.919
dictadura	10001	29.913
cerró	9999	29.907
Ayer	9997	29.901
aventura	9994	29.892
artística	9989	29.877
ilusión	9985	29.865
utilizando	9979	29.847
socialista	9978	29.844
mantienen	9975	29.836
vieron	9967	29.812
positiva	9965	29.806
protagonistas	9960	29.791
conexión	9957	29.782
Héctor	9955	29.776
hoja	9948	29.755
Arturo	9947	29.752
tiro	9945	29.746
marcas	9944	29.743
deberán	9943	29.74
setenta	9943	29.74
Pausa	9933	29.71
cinta	9927	29.692
aporte	9918	29.665
gracia	9917	29.662
ventajas	9909	29.638
electrónico	9907	29.632
fundamentalmente	9892	29.587
mas	9892	29.587
sexuales	9892	29.587
piloto	9890	29.581
jugando	9887	29.572
decían	9885	29.566
vivos	9877	29.542
policial	9874	29.533
fortuna	9873	29.53
gerente	9869	29.518
define	9867	29.512
ejecutivo	9863	29.501
antiguos	9859	29.489
pensamientos	9857	29.483
mando	9851	29.465
Gustavo	9848	29.456
38	9842	29.438
suficientes	9840	29.432
salen	9836	29.42
taza	9833	29.411
Israel	9831	29.405
65	9828	29.396
brasileño	9827	29.393
dé	9824	29.384
legislación	9824	29.384
Poco	9822	29.378
debo	9821	29.375
enemigo	9820	29.372
audiencia	9819	29.369
religión	9817	29.363
Todavía	9815	29.357
vergüenza	9815	29.357
ofreció	9813	29.351
orgullo	9813	29.351
chileno	9812	29.348
48	9799	29.309
apoyar	9793	29.291
Marta	9792	29.288
Teresa	9789	29.279
daban	9789	29.279
atmósfera	9787	29.273
concepción	9786	29.27
Sara	9785	29.267
oficinas	9767	29.213
coordinación	9766	29.21
argumento	9765	29.207
realizadas	9765	29.207
solar	9763	29.201
hecha	9759	29.189
California	9757	29.183
odio	9755	29.177
informes	9753	29.172
urbano	9753	29.172
existentes	9746	29.151
contaminación	9744	29.145
combate	9727	29.094
mapa	9724	29.085
espaldas	9721	29.076
Española	9716	29.061
sucedido	9716	29.061
idioma	9715	29.058
intentó	9714	29.055
legales	9704	29.025
viva	9701	29.016
aumenta	9699	29.01
calma	9695	28.998
colectiva	9694	28.995
continuidad	9692	28.989
Economía	9691	28.986
Vargas	9687	28.974
parejas	9687	28.974
ventanas	9687	28.974
instalación	9685	28.968
lentamente	9683	28.962
Obama	9682	28.959
progreso	9679	28.95
diputado	9678	28.947
cabello	9673	28.932
terrorismo	9672	28.929
indígena	9671	28.926
Estás	9667	28.914
postura	9649	28.86
esperan	9648	28.857
Álvaro	9646	28.851
frases	9643	28.843
Franco	9639	28.831
difíciles	9638	28.828
800	9629	28.801
lujo	9629	28.801
entrenamiento	9627	28.795
Interior	9625	28.789
parar	9624	28.786
encuesta	9622	28.78
editorial	9618	28.768
campeonato	9615	28.759
descenso	9611	28.747
documental	9611	28.747
civiles	9609	28.741
leído	9601	28.717
malos	9601	28.717
totalidad	9601	28.717
empezaron	9596	28.702
periódicos	9591	28.687
toneladas	9586	28.672
hielo	9582	28.66
Luna	9574	28.636
romper	9573	28.633
frecuente	9571	28.627
biblioteca	9567	28.615
incidencia	9563	28.603
dirigió	9562	28.6
42	9561	28.597
Voy	9555	28.579
verdes	9548	28.558
deseos	9541	28.537
estima	9538	28.528
Derechos	9533	28.513
mediodía	9529	28.502
obligado	9527	28.496
George	9524	28.487
eliminar	9516	28.463
noventa	9516	28.463
sufrió	9512	28.451
cadáver	9508	28.439
órganos	9504	28.427
debían	9498	28.409
bosques	9496	28.403
and	9486	28.373
concluyó	9477	28.346
hacerle	9464	28.307
británico	9462	28.301
quinto	9457	28.286
músicos	9450	28.265
gris	9449	28.262
disponibles	9448	28.259
horizonte	9448	28.259
regionales	9446	28.253
Alicia	9442	28.241
Quizás	9441	28.238
Mundo	9440	28.235
cursos	9440	28.235
37	9430	28.205
Derecho	9430	28.205
complicado	9429	28.202
letra	9429	28.202
vigilancia	9428	28.199
costado	9427	28.196
cambia	9423	28.184
Fondo	9421	28.178
insistió	9421	28.178
escenarios	9420	28.176
solidaridad	9410	28.146
desempeño	9409	28.143
sufrido	9404	28.128
1992	9400	28.116
señales	9399	28.113
platos	9394	28.098
Ortega	9393	28.095
aparecer	9392	28.092
entusiasmo	9391	28.089
argumentos	9385	28.071
largos	9385	28.071
Actualmente	9384	28.068
carro	9384	28.068
pasaron	9384	28.068
cumple	9383	28.065
rueda	9383	28.065
sustancias	9382	28.062
guardia	9379	28.053
turistas	9378	28.05
F	9371	28.029
crees	9371	28.029
emocional	9369	28.023
cura	9368	28.02
permitan	9367	28.017
instancia	9365	28.011
rock	9362	28.002
Castilla	9359	27.993
Senado	9358	27.99
tendencias	9357	27.987
Zapatero	9350	27.966
continuó	9350	27.966
tránsito	9350	27.966
EEUU	9348	27.96
Mercedes	9343	27.945
alimento	9340	27.936
círculo	9336	27.924
tranquilidad	9335	27.921
ONU	9332	27.912
jueces	9331	27.909
delantero	9327	27.897
empresario	9318	27.87
preparar	9318	27.87
mueve	9311	27.849
Dominicana	9309	27.843
definitivamente	9307	27.838
sienta	9307	27.838
provincias	9305	27.832
rabia	9302	27.823
saca	9297	27.808
demuestra	9295	27.802
muchacha	9294	27.799
Servicio	9293	27.796
escapar	9291	27.79
kilos	9290	27.787
mesas	9287	27.778
laborales	9286	27.775
fechas	9283	27.766
haces	9282	27.763
hagan	9280	27.757
presidenta	9279	27.754
Alfonso	9278	27.751
frutas	9276	27.745
baile	9273	27.736
ensayo	9273	27.736
publicó	9272	27.733
cubrir	9269	27.724
espectadores	9268	27.721
exclusivamente	9264	27.709
volvía	9259	27.694
presidencia	9253	27.676
inteligente	9252	27.673
etapas	9241	27.64
enormes	9236	27.625
hospitales	9234	27.619
moderno	9232	27.613
iguales	9231	27.61
pura	9230	27.607
55	9228	27.601
ubicado	9221	27.58
reciben	9220	27.577
dices	9207	27.538
femenino	9206	27.535
aprobado	9200	27.517
poderes	9199	27.514
conozco	9194	27.5
actuaciones	9189	27.485
financiamiento	9189	27.485
mínima	9184	27.47
combinación	9179	27.455
Rodrigo	9176	27.446
conocen	9175	27.443
esquema	9174	27.44
naciones	9166	27.416
consejo	9164	27.41
as	9162	27.404
Joaquín	9161	27.401
etcétera	9161	27.401
Artes	9158	27.392
Primera	9155	27.383
software	9139	27.335
Irak	9138	27.332
seco	9138	27.332
formado	9137	27.329
intenso	9136	27.326
refleja	9122	27.284
Bolívar	9121	27.281
efectivo	9120	27.278
novelas	9119	27.275
valoración	9114	27.26
festival	9111	27.251
km	9111	27.251
Rivera	9110	27.248
ansiedad	9110	27.248
conductor	9110	27.248
negativa	9110	27.248
Ayuntamiento	9103	27.227
Unido	9101	27.221
ganador	9101	27.221
respaldo	9101	27.221
Eva	9097	27.209
incluir	9091	27.191
hierro	9074	27.141
sucedió	9068	27.123
levantar	9060	27.099
Miami	9057	27.09
anteriormente	9047	27.06
opiniones	9047	27.06
esposo	9044	27.051
enfermo	9043	27.048
incluido	9040	27.039
raíces	9040	27.039
Victoria	9036	27.027
lesiones	9036	27.027
agrega	9035	27.024
basta	9026	26.997
Michael	9024	26.991
eje	9024	26.991
estética	9021	26.982
Ruiz	9018	26.973
fama	9017	26.97
mandatario	9015	26.964
Hacienda	9013	26.958
previa	9013	26.958
dispositivos	9010	26.949
docente	9008	26.943
cristal	9005	26.934
amenazas	9003	26.928
bajó	9002	26.925
dará	8997	26.91
señalado	8997	26.91
socios	8995	26.904
ética	8992	26.895
formato	8989	26.886
Arte	8981	26.862
transición	8978	26.853
contado	8973	26.839
pertenece	8973	26.839
regalo	8964	26.812
prima	8962	26.806
Flores	8961	26.803
eficaz	8958	26.794
tesis	8957	26.791
consideración	8955	26.785
incorporación	8950	26.77
cola	8946	26.758
llegue	8946	26.758
educativa	8943	26.749
empresarial	8939	26.737
hábitos	8938	26.734
listo	8937	26.731
tribunal	8931	26.713
Bien	8920	26.68
centrales	8920	26.68
basada	8919	26.677
perfecta	8918	26.674
Paul	8917	26.671
productor	8915	26.665
comenta	8914	26.662
Mar	8903	26.629
capacitación	8886	26.578
PIB	8874	26.542
medias	8874	26.542
dignidad	8870	26.53
provoca	8869	26.527
ricos	8866	26.518
Canadá	8864	26.512
heridas	8864	26.512
patrón	8856	26.489
Seguro	8853	26.48
elevado	8843	26.45
territorios	8842	26.447
basado	8841	26.444
Gutiérrez	8839	26.438
preguntar	8837	26.432
salto	8831	26.414
usa	8830	26.411
tarjeta	8826	26.399
ciencias	8825	26.396
consigo	8824	26.393
decenas	8821	26.384
nervioso	8820	26.381
grito	8818	26.375
1993	8817	26.372
previo	8816	26.369
conclusiones	8814	26.363
encontré	8814	26.363
esencia	8814	26.363
argentinos	8801	26.324
sensibilidad	8800	26.321
órgano	8800	26.321
Jiménez	8795	26.306
requieren	8793	26.3
visual	8791	26.294
ámbitos	8788	26.285
recomendaciones	8786	26.279
desafío	8784	26.273
tiendas	8782	26.267
sombras	8781	26.264
demandas	8779	26.258
solos	8777	26.252
fuimos	8776	26.249
habilidades	8776	26.249
desconocido	8775	26.246
duelo	8774	26.243
numerosas	8773	26.24
creó	8766	26.219
amante	8763	26.21
destrucción	8760	26.201
realizará	8755	26.186
tocó	8752	26.177
hectáreas	8748	26.166
verla	8746	26.16
seguros	8745	26.157
canales	8744	26.154
financieros	8741	26.145
certeza	8739	26.139
izquierdo	8739	26.139
reina	8739	26.139
Cristo	8735	26.127
caído	8730	26.112
estómago	8729	26.109
consenso	8727	26.103
pierna	8726	26.1
angustia	8724	26.094
activo	8722	26.088
sabido	8714	26.064
productividad	8713	26.061
huesos	8708	26.046
Marcos	8706	26.04
facilitar	8706	26.04
paseo	8706	26.04
podríamos	8706	26.04
investigador	8703	26.031
relativamente	8698	26.016
pasajeros	8696	26.01
financiación	8693	26.001
individuales	8693	26.001
querían	8686	25.98
Marco	8685	25.977
abiertos	8684	25.974
talleres	8677	25.953
brillante	8676	25.95
discos	8676	25.95
hijas	8676	25.95
implementación	8673	25.941
caras	8671	25.935
exportaciones	8671	25.935
fiscales	8671	25.935
convocatoria	8657	25.893
tragedia	8648	25.866
existir	8640	25.842
espero	8635	25.828
remedio	8630	25.813
españolas	8620	25.783
fruto	8610	25.753
culturas	8603	25.732
relacionado	8602	25.729
trae	8601	25.726
socio	8599	25.72
VIH	8598	25.717
India	8597	25.714
convencido	8597	25.714
X	8595	25.708
conoció	8594	25.705
compromisos	8590	25.693
notable	8587	25.684
Unos	8585	25.678
alerta	8585	25.678
patria	8576	25.651
circulación	8573	25.642
entradas	8569	25.63
protesta	8569	25.63
específicos	8567	25.624
Fiscalía	8561	25.606
líquido	8561	25.606
observación	8547	25.564
cubana	8543	25.552
Plata	8542	25.549
fronteras	8541	25.546
adaptación	8540	25.543
entregó	8536	25.531
trató	8533	25.522
apuesta	8532	25.519
existía	8529	25.51
merece	8529	25.51
operativo	8528	25.508
alcanzado	8527	25.505
cajas	8527	25.505
locura	8527	25.505
relevante	8526	25.502
destacan	8519	25.481
básica	8518	25.478
lanzamiento	8517	25.475
luchar	8517	25.475
espectador	8516	25.472
depresión	8515	25.469
pintor	8515	25.469
artes	8509	25.451
orientación	8505	25.439
mentira	8503	25.433
muertes	8503	25.433
tabaco	8502	25.43
pudieran	8498	25.418
cercana	8497	25.415
salas	8494	25.406
lento	8493	25.403
Ambiente	8486	25.382
inflación	8486	25.382
propuso	8486	25.382
Nación	8482	25.37
novio	8481	25.367
específico	8476	25.352
moneda	8470	25.334
recomienda	8467	25.325
Dijo	8466	25.322
desaparición	8465	25.319
decreto	8462	25.31
fenómenos	8462	25.31
hilo	8462	25.31
rurales	8462	25.31
occidental	8451	25.277
apartado	8447	25.265
costumbres	8446	25.262
cantidades	8445	25.259
barra	8442	25.25
intentando	8442	25.25
pusieron	8442	25.25
asociaciones	8439	25.241
facilidad	8432	25.22
Guardia	8431	25.217
Castillo	8426	25.202
realizados	8420	25.184
ríos	8419	25.181
gravedad	8418	25.178
ordenador	8413	25.164
Agustín	8408	25.149
dispone	8402	25.131
Moreno	8395	25.11
limpieza	8392	25.101
máquinas	8389	25.092
correspondientes	8388	25.089
vivió	8387	25.086
QUE	8385	25.08
paro	8383	25.074
requisitos	8382	25.071
Nuestra	8379	25.062
Podemos	8379	25.062
Emilio	8376	25.053
pacto	8376	25.053
desaparecido	8370	25.035
regresó	8366	25.023
mandato	8364	25.017
descubrió	8363	25.014
asociados	8358	24.999
pérdidas	8357	24.996
versiones	8353	24.984
blancas	8352	24.981
obliga	8352	24.981
Ciencia	8351	24.978
espacial	8349	24.972
probar	8349	24.972
prevenir	8344	24.957
Bajo	8343	24.954
convivencia	8343	24.954
climático	8342	24.951
Julián	8341	24.948
grasa	8341	24.948
decide	8340	24.945
previamente	8340	24.945
Córdoba	8339	24.942
olvidado	8339	24.942
ordenó	8339	24.942
pelea	8326	24.903
experto	8320	24.885
recoger	8320	24.885
transparencia	8320	24.885
cartera	8319	24.882
tratamientos	8318	24.879
